user,sku,category,query,click_time,query_time
4e4a38719cc10d65417b56cc6fc4b90996cd9771,2466148,cat02015,"Toy story","2011-08-23 13:15:50.585","2011-08-23 13:15:18.922"
4e4a38719cc10d65417b56cc6fc4b90996cd9771,1591279,cat02015,Shrek,"2011-09-19 02:19:08.714","2011-09-19 02:18:53.679"
4e4a38719cc10d65417b56cc6fc4b90996cd9771,1591349,cat02015,Shrek,"2011-09-19 02:19:44.706","2011-09-19 02:18:53.679"
4e4a38719cc10d65417b56cc6fc4b90996cd9771,3166193,abcat0107012,VHS,"2011-10-24 12:52:12.204","2011-10-24 12:51:10.262"
4e4a39de6d437bb823041883995fc24ddab50e8e,7000951,cat02185,"x box","2011-09-21 23:23:39.588","2011-09-21 23:23:19.334"
4e4a4a30dfd9b98e08bd9201ff893b1da0d896ec,2125233,abcat0101001,"720p 50 inch plasma HDTV","2011-10-01 02:50:25.02","2011-10-01 02:46:06.317"
4e4a4acbecfce474a222c086bf016e1cbede630b,2052149,pcmcat167300050040,"Home system","2011-09-29 08:39:18.847","2011-09-29 08:37:54.038"
4e4a78e6904458210e563722ab556edd15ad6639,3104149,pcmcat247400050000,"Dell i7","2011-10-30 12:06:03.959","2011-10-30 12:05:53.795"
4e4a79727718b2c497f091ec0e840d78ea5e873a,1945531,pcmcat209000050007,"iPad 1","2011-09-11 17:28:29.464","2011-09-11 17:28:04.321"
4e4a9a2b9b4a962ce490c161fdc1d049352221eb,9201106,abcat0703002,"ps3 games","2011-09-04 20:20:21.303","2011-09-04 20:17:25.462"
4e4aa542e475f5be3d27b32ee2a8f116e282c260,1854151,pcmcat143200050016,televisions,"2011-10-26 00:30:53.036","2011-10-26 00:29:50.087"
4e4ab435b17b990ba9838185c71dfb5e3fda58dd,2809771,pcmcat209000050008,"samsung galaxy","2011-09-17 13:56:08.677","2011-09-17 13:55:54.994"
4e4ab72c73d9781c2c373e1b7ad8eae9b2f0b280,9845563,abcat0201011,"apple ipod shuffle","2011-10-26 22:19:03.165","2011-10-26 22:18:31.998"
4e4ac68a04fe4a692544703449e7fb03a6a2f2b1,2431892,pcmcat158400050073,"virgin mobile","2011-08-18 15:05:16.347","2011-08-18 15:03:49.066"
4e4ad24b5e86d62f68078965764118695c07f779,3779467,cat02015,"dream theater","2011-10-25 23:52:21.05","2011-10-25 23:52:00.032"
4e4ae851437d920dbf59d7ebdcbc14381e35a107,2768674,pcmcat172600050005,cpu,"2011-10-26 00:38:30.549","2011-10-26 00:37:21.899"
4e4aefa03f8b6f20f03a56d8b31793004f99b64e,1254402,abcat0511004,Scanner,"2011-09-30 13:04:44.073","2011-09-30 13:02:27.731"
4e4b02465f18f6a8a07cae9898b4e1427a87bafd,2384035,abcat0811003,"Apple tv","2011-10-31 09:04:16.8","2011-10-31 09:02:52.875"
4e4b02465f18f6a8a07cae9898b4e1427a87bafd,1331156,pcmcat128700050041,"Apple tv","2011-10-31 09:05:09.19","2011-10-31 09:02:52.875"
4e4b02465f18f6a8a07cae9898b4e1427a87bafd,3440086,pcmcat224000050003,"Iphone remote","2011-10-31 09:29:56.651","2011-10-31 09:28:53.24"
4e4b1a9e4b79b4e80bc38ca1c4c34ea43b1bf652,3268612,pcmcat171900050029,"htc sensation","2011-09-07 23:06:43.678","2011-09-07 23:04:30.337"
4e4b1a9e4b79b4e80bc38ca1c4c34ea43b1bf652,9902392,abcat0703002,"call of duty","2011-09-08 16:28:24.723","2011-09-08 16:27:39.959"
4e4b37bdd41081d1c9c615090316b445acc30a8b,2817361,pcmcat247400050000,"Alien wear laptop","2011-08-17 23:09:51.27","2011-08-17 23:06:27.94"
4e4b3f2ab942e5d9170875e48fced43b5355f0c0,9894213,pcmcat223300050038,"kicker subs","2011-10-03 09:00:32.92","2011-10-03 08:59:22.339"
4e4b3f2ab942e5d9170875e48fced43b5355f0c0,1752066,pcmcat223300050038,"kicker l3","2011-10-05 08:43:00.266","2011-10-05 08:41:25.547"
4e4b496a0bbac9442add2ffa5132ec028a8609d2,8732794,pcmcat171900050028,"car speakers","2011-10-18 10:17:53.826","2011-10-18 10:17:44.33"
4e4b496a0bbac9442add2ffa5132ec028a8609d2,1752039,abcat0302013,"car speakers","2011-10-18 10:22:38.373","2011-10-18 10:17:44.33"
4e4b4a14b2c06a53150651973336f9a4788f611e,3566948,pcmcat209400050001,iPhone,"2011-10-09 15:27:58.996","2011-10-09 15:27:00.237"
4e4b4a14b2c06a53150651973336f9a4788f611e,3487784,pcmcat209400050001,iPhone,"2011-10-09 15:30:11.198","2011-10-09 15:27:00.237"
4e4b4c36203d912127d9be6fbbf34e6df5995d11,2549953,pcmcat162100050040,"Motorola Triumph","2011-09-17 09:34:01.789","2011-09-17 09:33:51.458"
4e4b4e6c77e4e7f61e8625ed71545b5991ca58da,2380794,abcat0513001,keyboard,"2011-10-26 00:00:10.534","2011-10-25 23:58:40.243"
4e4b593f4a581cfc4df60527945dfd9807297577,3201566,cat02015,"Star Wars","2011-09-11 10:27:08.205","2011-09-11 10:26:23.297"
4e4b593f4a581cfc4df60527945dfd9807297577,2550164,cat02015,"Star Wars","2011-09-11 10:27:30.335","2011-09-11 10:26:23.297"
4e4b652915ed458516cd62a014b3eb935695dbf7,9927018,abcat0301014,340tm,"2011-10-29 21:49:58.133","2011-10-29 21:48:59.721"
4e4b6ff122fd5e8014793e76729318739d47b1f1,2794165,pcmcat247400050000,"Sony vaio","2011-08-27 20:36:58.184","2011-08-27 20:36:45.38"
4e4b6ff122fd5e8014793e76729318739d47b1f1,3519969,pcmcat247400050000,"Sony vaio","2011-10-21 12:18:19.976","2011-10-21 12:18:00.728"
4e4b715306f865b40592d832dccd1ac3677b1306,2565397,pcmcat232900050017,gamecube,"2011-10-19 21:32:26.094","2011-10-19 21:31:50.159"
4e4b81cb193a59d565e150088e0a2a584043aa63,9734375,abcat0102006,vhs,"2011-09-14 15:47:52.594","2011-09-14 15:46:05.836"
4e4b854e1903d206f2e8fbecf9ceb33e1f170ffd,1235001,abcat0102003,netflix,"2011-10-21 23:54:21.99","2011-10-21 23:53:22.014"
4e4ba2421f86b0e077b43a25ce11aff62c2fa4d0,9783172,abcat0807005,"hp 940","2011-08-31 16:11:46.327","2011-08-31 16:10:38.488"
4e4ba2421f86b0e077b43a25ce11aff62c2fa4d0,9598027,abcat0807005,"hp 940","2011-08-31 16:13:48.475","2011-08-31 16:10:38.488"
4e4bb33c0cfc74107b0c845d9507add69887c312,2856465,abcat0701009,"madden 12","2011-08-30 11:17:44.478","2011-08-30 11:16:49.058"
4e4bba27076161583fabfdca91ba4ce74e9e060b,9191821,abcat0715008,"network cable","2011-10-06 23:04:43.63","2011-10-06 23:04:31.678"
4e4bcdb28cc7e0721ea087d47221c53bea27de79,9505387,cat02015,"South park blu ray","2011-09-23 09:32:13.396","2011-09-23 09:31:53.72"
4e4bd611aa26526aad55deae886cdc1c9804a771,1807039,pcmcat200900050014,"monitor hd","2011-09-19 11:43:54.74","2011-09-19 11:43:45.354"
4e4bf31cfe778821ec37c4f0f887cda62a00c4c3,8920457,pcmcat174700050005,"Sims 2","2011-09-02 13:19:19.406","2011-09-02 13:16:58.293"
4e4c0e0d3878a63974ef97380c531ae628ad060a,1155475,pcmcat171900050029,iPhone,"2011-08-11 21:40:41.487","2011-08-11 21:36:41.745"
4e4c1046ffa6f106ecb7b32bf0724f264db2eae1,9719985,pcmcat232900050017,"heavnly sword","2011-09-03 02:22:52.082","2011-09-03 02:22:48.543"
4e4c239590ed2743e412f0ff342e4e0daba53683,1150586,abcat0403004,SummerSale_CameraCamcorder_20110826,"2011-08-27 21:04:37.157","2011-08-27 21:03:10.896"
4e4c2474fe8a2fe37e377e2ad23d8d9b08df71d4,9151687,abcat0107004,"Tv antena","2011-10-23 21:11:21.738","2011-10-23 21:10:03.162"
4e4c256cd7e3d4cf5a709a8e1d36918562a75e40,1800142,abcat0205007,"Panasonic soundbar","2011-09-03 19:53:58.443","2011-09-03 19:53:29.262"
4e4c4150a21dcbfd7ba7fb4ea7ce601c7b4283dc,3590335,pcmcat247400050000,OnlineMidnightSale_Computers_Tablets,"2011-10-26 09:34:09.666","2011-10-26 09:33:29.967"
4e4c4aa379af0903767e6d340c78ad9a8c2e7471,4724917,abcat0409001,binoculars,"2011-09-21 23:03:52.458","2011-09-21 23:03:40.774"
4e4c4aa379af0903767e6d340c78ad9a8c2e7471,9238602,abcat0707002,"price match","2011-09-21 23:04:16.45","2011-09-21 23:04:08.683"
4e4c4aa379af0903767e6d340c78ad9a8c2e7471,1633364,abcat0307023,"ipod cases","2011-10-25 22:00:17.608","2011-10-25 21:59:47.949"
4e4c4aa379af0903767e6d340c78ad9a8c2e7471,1181825,cat02015,csi,"2011-10-25 22:03:20.963","2011-10-25 22:02:37.918"
4e4c4aa379af0903767e6d340c78ad9a8c2e7471,1260591,abcat0515022,"pc games","2011-10-25 23:26:08.219","2011-10-25 23:25:31.958"
4e4c4aa379af0903767e6d340c78ad9a8c2e7471,19571833,cat02009,kensington,"2011-10-25 23:26:50.69","2011-10-25 23:26:31.336"
4e4c4aa379af0903767e6d340c78ad9a8c2e7471,8954232,cat09000,kensington,"2011-10-25 23:28:21.354","2011-10-25 23:26:31.336"
4e4c4aa379af0903767e6d340c78ad9a8c2e7471,9503138,cat02015,lg,"2011-10-26 00:19:18.549","2011-10-26 00:17:33.344"
4e4c4aa379af0903767e6d340c78ad9a8c2e7471,1217779,cat09000,lg,"2011-10-26 00:20:27.755","2011-10-26 00:17:33.344"
4e4c4c9a4ded35a681fa154a992deeb5c552bde7,1486809,abcat0201010,archos,"2011-08-31 18:39:45.714","2011-08-31 18:38:20.711"
4e4c558e2357954913af543138cafde5bb932bc7,8939839,abcat0107004,"hdtv antenna","2011-10-29 09:21:38.368","2011-10-29 09:19:37.656"
4e4c61376f9c6deb621573dbb0b93b6619643225,2355204,abcat0101001,"Lg 55 3d","2011-08-23 09:46:29.342","2011-08-23 09:46:01.022"
4e4c61c5c08c0a4cd6d193a851d7a3b22d3c0a97,2863101,pcmcat232700050011,Kinect,"2011-09-15 00:30:51.774","2011-09-15 00:29:41.007"
4e4c61c5c08c0a4cd6d193a851d7a3b22d3c0a97,1036858,abcat0715002,Kinect,"2011-09-15 00:31:34.184","2011-09-15 00:29:41.007"
4e4c6f6abbd137eeea250c54abee35f94b35c13c,1097948,cat02009,"canon powershot","2011-09-01 23:12:33.742","2011-09-01 23:10:49.802"
4e4c6f6abbd137eeea250c54abee35f94b35c13c,8234449,abcat0206002,"canon powershot","2011-09-01 23:14:12.522","2011-09-01 23:10:49.802"
4e4c6f6abbd137eeea250c54abee35f94b35c13c,1218814,pcmcat152100050022,"ipod accessories","2011-09-01 23:14:54.857","2011-09-01 23:14:40.41"
4e4c6f6abbd137eeea250c54abee35f94b35c13c,2550173,pcmcat234200050001,"ipod accessories","2011-09-01 23:16:31.122","2011-09-01 23:14:40.41"
4e4c6f6abbd137eeea250c54abee35f94b35c13c,8058772,pcmcat232900050017,xenosaga,"2011-10-19 23:00:55.197","2011-10-19 23:00:39.647"
4e4c6f6abbd137eeea250c54abee35f94b35c13c,8724106,cat09000,xenosaga,"2011-10-19 23:02:19.84","2011-10-19 23:00:39.647"
4e4c6f6abbd137eeea250c54abee35f94b35c13c,2864677,pcmcat210000050008,"nikon d40","2011-10-20 00:10:59.925","2011-10-20 00:10:13.188"
4e4c6f6abbd137eeea250c54abee35f94b35c13c,9325241,pcmcat138100050035,"graphics card","2011-10-20 00:11:58.276","2011-10-20 00:11:42.594"
4e4c6f6abbd137eeea250c54abee35f94b35c13c,6828702,cat02661,"marilyn manson","2011-10-25 23:46:19.536","2011-10-25 23:45:58.678"
4e4c6f6abbd137eeea250c54abee35f94b35c13c,3218017,pcmcat158900050018,"projector screen","2011-10-25 23:46:42.864","2011-10-25 23:46:28.491"
4e4c6f6abbd137eeea250c54abee35f94b35c13c,1364065,cat02668,"harry potter","2011-10-25 23:47:30.139","2011-10-25 23:47:01.067"
4e4c9daca5b8b5aa841d4cb15e467f891e746f26,2061086,abcat0401004,cybershot,"2011-10-26 00:31:46.979","2011-10-26 00:31:22.825"
4e4cac69bfb11f83dd43b90de4c335e344fedca5,2808132,pcmcat247400050000,"Toshiba i7 laptop","2011-09-09 17:56:44.555","2011-09-09 17:56:34.564"
4e4cad970e3ca2dce38a1c0b697c751abd4ec767,2842056,pcmcat209000050008,"Hp touch","2011-08-22 11:39:29.641","2011-08-22 11:38:55.729"
4e4cb5e898a663600459a0259f26c94d607d6d6d,9364074,abcat0511011,"fax machines","2011-10-25 23:59:40.845","2011-10-25 23:59:21.584"
4e4cb9f8ac2399368dc60c5511d2bf07ea43a601,1343284,abcat0107004,amps,"2011-10-19 23:09:17.819","2011-10-19 23:08:42.946"
4e4cd53dbea5dfc643ba192f1ffe552bb15522f4,2538181,pcmcat246100050002,jawbone,"2011-09-09 16:58:26.637","2011-09-09 16:57:34.916"
4e4cd5dbe7214565646d95503b801ed8675f7552,2490038,pcmcat186400050010,"Ipod 4th","2011-10-15 07:05:04.214","2011-10-15 07:04:42.869"
4e4cd5dbe7214565646d95503b801ed8675f7552,9225377,abcat0201011,"Ipod 4th","2011-10-15 07:05:28.298","2011-10-15 07:04:42.869"
4e4cda0015c901d60fbb82f856ae79331ebcdf4b,9065174,pcmcat233000050008,"Canon 50mm 1.4","2011-09-28 09:34:52.124","2011-09-28 09:33:07.565"
4e4cf12401c10c8afdd2625c7a9d6c05228e7165,3531307,pcmcat244200050013,chargers,"2011-10-26 00:53:24.826","2011-10-26 00:52:08.43"
4e4cf20e2f6aaa48fbe8614240afca3ed4326c66,2414049,pcmcat162100050040,"Galxae s phone","2011-10-18 11:08:33.465","2011-10-18 11:05:28.425"
4e4cf25122fa795749415b679d7baef50de1452c,2636986,abcat0307022,cable,"2011-10-19 22:22:00.124","2011-10-19 22:20:48.747"
4e4d0815870f1d696c73563bd5a68a94e1bf8f42,1980124,pcmcat180400050000,"Slr camera","2011-09-04 17:12:34.618","2011-09-04 17:10:42.853"
4e4d0898acc9d3da65cd7f54a4729a3c0430b4de,2588445,pcmcat170900050018,webcam,"2011-10-13 13:38:24.456","2011-10-13 13:37:59.345"
4e4d0ef4f4b95273d6646fb6d61e0c98b5d0f182,7191004,abcat0410007,backpack,"2011-08-30 13:01:33.582","2011-08-30 13:01:00.44"
4e4d0ef829741743fc3410ffe004dfaadd343b2d,9232831,abcat0715016,gameboy,"2011-10-26 00:07:16.52","2011-10-26 00:06:31.931"
4e4d0f770f6a7da1c30f7e938066f4f0fb0f1f94,3652371,cat02009,"Patrick stump","2011-10-19 21:03:05.782","2011-10-19 21:02:51.928"
4e4d1f7556d52481099a6aa030070f771f3c670e,1039285,pcmcat201900050009,"I phone 4s","2011-10-07 07:41:46.711","2011-10-07 07:41:29.198"
4e4d2cb8e46b5517a243807e1c72bf8d29eba13d,2307923,abcat0101001,"Panasonic viera","2011-09-22 20:47:12.294","2011-09-22 20:46:19.445"
4e4d345ca72cab0f32e3b34fa78a5a352e235ee8,2045264,cat02015,"mad men","2011-09-24 15:50:16.936","2011-09-24 15:49:51.991"
4e4d6f6a7d6cb89497e25532e13041e649d28092,3482121,pcmcat171900050029,"htc inspire accesories","2011-10-23 00:38:18.14","2011-10-23 00:36:56.081"
4e4d77f8bf045fb3d3ce8620cc359befc61cf2ec,9459622,pcmcat189600050009,"dvd burner","2011-10-26 00:24:17.723","2011-10-26 00:23:54.255"
4e4d80104a84bcf83c12c66a5ec007c4ccfc2d03,1457301,abcat0503002,trendnet,"2011-10-26 00:54:17.303","2011-10-26 00:53:44.59"
4e4d878d2083ef4fc04c3136f93617acb0aef8d2,3407134,abcat0915007,epilator,"2011-10-19 22:47:01.715","2011-10-19 22:46:03.254"
4e4d89954f6b2c947042684460f89c38fc40fd25,2925714,pcmcat247400050000,"iPhone 4 battery","2011-09-08 14:03:56.562","2011-09-08 14:00:55.59"
4e4d89954f6b2c947042684460f89c38fc40fd25,2969477,pcmcat247400050000,"iPhone 4 battery","2011-09-08 14:04:33.888","2011-09-08 14:00:55.59"
4e4d8c0ef79e835ed876c6dc59c6e26f27918524,9172799,pcmcat189600050008,"play station","2011-10-20 00:19:43.685","2011-10-20 00:18:42.027"
4e4d916b09e321814da3842f541da19ab0818318,1093742,abcat0714014,pcmcia,"2011-09-01 22:02:04.579","2011-09-01 22:01:31.753"
4e4d916b09e321814da3842f541da19ab0818318,8913606,pcmcat144700050004,pcmcia,"2011-09-01 22:02:40.804","2011-09-01 22:01:31.753"
4e4d916b09e321814da3842f541da19ab0818318,9172799,pcmcat189600050008,"western digital","2011-09-01 23:21:45.612","2011-09-01 23:21:30.402"
4e4d916b09e321814da3842f541da19ab0818318,18776972,cat02015,"the sims 2","2011-09-01 23:22:31.102","2011-09-01 23:22:20.219"
4e4d916b09e321814da3842f541da19ab0818318,1199257,pcmcat172600050005,"the sims 2","2011-09-01 23:26:03.3","2011-09-01 23:22:20.219"
4e4d916b09e321814da3842f541da19ab0818318,1303339,pcmcat208100050009,"print server","2011-10-06 22:07:22.444","2011-10-06 22:05:59.758"
4e4d916b09e321814da3842f541da19ab0818318,7676883,cat02630,olevia,"2011-10-19 23:46:14.112","2011-10-19 23:46:08.379"
4e4d916b09e321814da3842f541da19ab0818318,9322789,cat09000,olevia,"2011-10-19 23:46:49.916","2011-10-19 23:46:08.379"
4e4d916b09e321814da3842f541da19ab0818318,9358018,pcmcat161100050044,t.i.,"2011-10-25 22:18:12.993","2011-10-25 22:15:41.009"
4e4d916b09e321814da3842f541da19ab0818318,7240078,cat02716,"young jeezy","2011-10-25 22:18:51.348","2011-10-25 22:18:29.574"
4e4d916b09e321814da3842f541da19ab0818318,9379424,pcmcat172000050000,"young jeezy","2011-10-25 22:20:35.168","2011-10-25 22:18:29.574"
4e4d916b09e321814da3842f541da19ab0818318,347333,pcmcat165900050032,antennas,"2011-10-25 23:34:27.06","2011-10-25 23:33:50.194"
4e4d916b09e321814da3842f541da19ab0818318,3226871,abcat0202004,"hd tv","2011-10-26 00:22:15.644","2011-10-26 00:21:43.928"
4e4d916b09e321814da3842f541da19ab0818318,3259068,abcat0302002,"hd tv","2011-10-26 00:26:02.897","2011-10-26 00:21:43.928"
4e4d9aba5075948cad380f885fbd4033a33375bb,2197089,pcmcat144700050004,stands,"2011-09-01 22:17:03.093","2011-09-01 22:16:14.229"
4e4d9aba5075948cad380f885fbd4033a33375bb,1434774,pcmcat232900050017,"resident evil 4","2011-09-01 23:25:48.539","2011-09-01 23:25:42.575"
4e4d9aba5075948cad380f885fbd4033a33375bb,9793649,abcat0504009,"usb flash drive","2011-09-21 23:28:29.752","2011-09-21 23:28:18.569"
4e4d9aba5075948cad380f885fbd4033a33375bb,15190437,cat02015,ipods,"2011-09-21 23:29:03.383","2011-09-21 23:28:45.319"
4e4d9aba5075948cad380f885fbd4033a33375bb,3345161,abcat0507006,iriver,"2011-10-20 00:10:47.509","2011-10-20 00:08:37.051"
4e4d9aba5075948cad380f885fbd4033a33375bb,6839111,cat02691,"my book","2011-10-20 00:11:31.051","2011-10-20 00:11:13.215"
4e4d9aba5075948cad380f885fbd4033a33375bb,5455875,cat02015,"sex and the city","2011-10-25 22:42:29.86","2011-10-25 22:41:55.177"
4e4d9aba5075948cad380f885fbd4033a33375bb,8234038,cat09000,tablet,"2011-10-25 23:47:22.447","2011-10-25 23:42:45.778"
4e4d9aba5075948cad380f885fbd4033a33375bb,643628,pcmcat165900050034,turntables,"2011-10-26 00:27:02.733","2011-10-26 00:24:22.432"
4e4d9aba5075948cad380f885fbd4033a33375bb,2927154,abcat0504010,"jump drive","2011-10-26 00:29:18.187","2011-10-26 00:28:48.77"
4e4d9aba5075948cad380f885fbd4033a33375bb,9956586,abcat0901005,"jump drive","2011-10-26 00:31:14.669","2011-10-26 00:28:48.77"
4e4d9faf5e1a8f4ec0d1f592799951d5523fb534,2122236,abcat0101001,62,"2011-10-20 17:31:21.018","2011-10-20 17:27:40.225"
4e4db33a0505f72fda26c745768838dc7a921da6,9898476,pcmcat147700050038,"Psp go","2011-09-13 10:08:29.716","2011-09-13 10:08:04.9"
4e4db33a0505f72fda26c745768838dc7a921da6,9515474,pcmcat147700050038,"Psp go","2011-09-13 10:10:24.068","2011-09-13 10:08:04.9"
4e4dbb3e0f57f048eaa90e451e62ef2bade0df39,9271423,pcmcat165900050048,parrot,"2011-09-02 08:39:07.779","2011-09-02 08:38:19.056"
4e4dc7439cf2336572bcdb60ab97cfa41155c567,1701063,abcat0504010,"flash drives","2011-08-29 00:45:05.697","2011-08-29 00:43:21.475"
4e4dc7439cf2336572bcdb60ab97cfa41155c567,1701009,abcat0504010,"flash drives","2011-08-29 00:48:02.862","2011-08-29 00:43:21.475"
4e4dc7439cf2336572bcdb60ab97cfa41155c567,1208529,abcat0703002,zumba,"2011-08-31 22:13:46.548","2011-08-31 22:12:01.792"
4e4dd36b76b447b12af8f2dffa9530a86059446f,8294632,pcmcat189600050007,"Serial hard drive","2011-10-31 01:30:51.936","2011-10-31 01:29:20.564"
4e4dd7203654e23eb1a307709c9da8c9712151c7,9191821,abcat0715008,"playstation 2","2011-10-26 00:20:30.928","2011-10-26 00:19:30.822"
4e4dd96bed7f23c819279d5ec0e5e223713b4f09,2825041,pcmcat231700050017,Roku,"2011-09-22 19:40:04.213","2011-09-22 19:39:39.215"
4e4dde5ba61a82271599f79d59cd5559e5c85e7c,1262751,cat02013,"star trek","2011-10-19 23:12:39.614","2011-10-19 23:11:49.122"
4e4de9034eae85f00f7ec437e6c7cf8c8a6ea855,3380285,pcmcat165900050054,"fm transmitter","2011-10-12 16:16:57.435","2011-10-12 16:12:52.74"
4e4e01e92603d2129864213894133ce9637c7c33,9739898,abcat0910002,"Washer and dryer","2011-10-01 11:53:24.333","2011-10-01 11:48:37.931"
4e4e11b8143cb527b28ed9a59ef334e14e448d13,2842056,pcmcat209000050008,Hp,"2011-08-31 10:10:27.389","2011-08-31 10:10:13.793"
4e4e1b681729d9951204d977e39b9d57fc5c93a1,2404316,pcmcat209400050001,infuse,"2011-10-09 04:59:50.157","2011-10-09 04:59:45.403"
4e4e1b681729d9951204d977e39b9d57fc5c93a1,3386094,pcmcat209400050001,"Samsung galaxy","2011-10-26 00:24:50.23","2011-10-26 00:24:29.256"
4e4e1fd165faf5d2e59b9ad034114459f19cb28f,9836718,pcmcat144700050004,Beats,"2011-09-06 19:57:09.323","2011-09-06 19:56:15.862"
4e4e517efcad4c18cc4d9ba463edc79b20e43277,2538172,pcmcat218000050000,"I pad cases","2011-10-13 18:02:49.155","2011-10-13 18:01:35.948"
4e4e517efcad4c18cc4d9ba463edc79b20e43277,2318055,pcmcat218000050000,"I pad cases","2011-10-13 18:04:03.325","2011-10-13 18:01:35.948"
4e4e517efcad4c18cc4d9ba463edc79b20e43277,2490083,pcmcat218000050000,"I pad cases","2011-10-13 18:05:07.969","2011-10-13 18:01:35.948"
4e4e7150953fee4939daf36beb66bb2d9cc6195a,3130278,abcat0907005,haiger,"2011-09-26 19:30:22.158","2011-09-26 19:28:08.775"
4e4e7174d96c4b176448bc2f0b5ceffe854c695b,1223834,pcmcat225800050009,Cameras,"2011-08-13 11:00:12.685","2011-08-13 10:59:30.126"
4e4e7174d96c4b176448bc2f0b5ceffe854c695b,1222817,pcmcat180400050000,Cameras,"2011-08-13 11:01:09.892","2011-08-13 10:59:30.126"
4e4e7174d96c4b176448bc2f0b5ceffe854c695b,1980124,pcmcat180400050000,Cameras,"2011-08-13 11:02:04.73","2011-08-13 10:59:30.126"
4e4e7174d96c4b176448bc2f0b5ceffe854c695b,9226777,abcat0504010,"Nikon 5100 dale camera","2011-08-26 12:11:00.711","2011-08-26 12:10:17.063"
4e4e970ccce723fa00f8437a35b69b7c301da567,3530477,pcmcat143000050011,nikon,"2011-10-25 22:29:56.556","2011-10-25 22:29:43.428"
4e4ea23581ec8a8189bb38aa8eede849b288c64d,2009281,abcat0101001,1997794,"2011-09-06 17:39:29.032","2011-09-06 17:36:03.916"
4e4ea23581ec8a8189bb38aa8eede849b288c64d,1208844,abcat0503002,"Wifi USB","2011-09-10 08:57:51.794","2011-09-10 08:56:51.357"
4e4ea23581ec8a8189bb38aa8eede849b288c64d,9291795,pcmcat175600050011,"Wifi adapter","2011-09-10 08:59:20.923","2011-09-10 08:58:41.732"
4e4eaf3db122981800e0819a3ecc6ea6bb400273,9736764,abcat0515039,"computer speakers","2011-09-03 18:10:18.062","2011-09-03 18:08:39.445"
4e4eaf3db122981800e0819a3ecc6ea6bb400273,1564512,abcat0515039,"computer speakers","2011-09-03 18:12:25.004","2011-09-03 18:08:39.445"
4e4ec9aef26be00fbc1ca7fc9452304cbd76df4d,3003584,cat02015,"In a better world","2011-08-31 10:34:30.047","2011-08-31 10:34:18.819"
4e4ecd65349bae99a7a21858e2d514ef2334a1dd,3458428,pcmcat242000050002,"transformer asus","2011-09-26 12:52:12.431","2011-09-26 12:51:07.246"
4e4ecdabe45444344a7b1f0d77dc9f4fe42ca326,9778635,pcmcat180400050000,"canon t3i","2011-10-24 12:19:51.99","2011-10-24 12:15:41.019"
4e4ee661c177e58616aaaf4831d9cd69fca832b8,3385235,cat02015,dvd,"2011-09-24 12:06:25.959","2011-09-24 12:06:17.327"
4e4f051ef97d11a20f051e4ae862d31a40538008,1750068,abcat0303001,"Sony DVD","2011-09-17 19:05:29.973","2011-09-17 19:03:21.673"
4e4f57fd5bf1736c77a2259b30bba348e25eb366,9352005,cat02015,"Powder blue","2011-09-21 14:18:36.956","2011-09-21 14:18:06.128"
4e4f656059f4104c536e324ec659568a0dcc4d9c,2817582,pcmcat209000050008,"Samsung galaxy tab","2011-08-17 17:58:33.943","2011-08-17 17:58:23.091"
4e4f6b65f21dff25b84fbda914b66799c32534f0,9905608,abcat0102005,hd-dvd,"2011-10-11 09:39:58.617","2011-10-11 09:39:54.078"
4e4f7a4ef00d2b6154cb07d16aa205ffd021166d,2138389,abcat0101001,"lcd tv","2011-10-08 22:57:37.03","2011-10-08 22:57:20.687"
4e4f8a76d48d4532678e950af9c293457da498fe,9078525,abcat0916014,washers,"2011-10-19 23:25:17.555","2011-10-19 23:24:36.172"
4e4faa339ef59821f6514a2afdb02905c6588c51,1372995,pcmcat158900050018,projector,"2011-10-17 21:21:11.35","2011-10-17 21:16:47.188"
4e4fb7c935055724e617b49a7e51a3d3eefece64,9769519,cat02724,"battlestar galactica","2011-10-20 00:12:16.416","2011-10-20 00:11:57.901"
4e4fbb663875cf331fda38234a5c855ac3a0b422,2541193,pcmcat174700050005,"Dead island","2011-09-29 05:36:27.717","2011-09-29 05:35:38.27"
4e4fbc21659dc8acb685653a4c4dec24c364cada,2842587,cat02702,Beyonce,"2011-08-26 14:43:28.855","2011-08-26 14:43:16.445"
4e4fbc28e7be8c65227977f2b4364e964d619c10,2264373,pcmcat182300050008,"Pny gtx","2011-09-01 14:30:17.679","2011-09-01 14:30:15.061"
4e4fbc28e7be8c65227977f2b4364e964d619c10,9442187,abcat0302004,Amp,"2011-10-30 17:09:33.124","2011-10-30 17:08:09.704"
4e4fee43c6c05a79d134f53043e2f2d653e48a88,1945595,pcmcat209000050007,"i pad 2","2011-10-20 20:29:54.357","2011-10-20 20:28:48.247"
4e4ff7a9efe65b3b148a60a2102908aefb464b87,1173369,abcat0507003,"sound card","2011-10-25 23:05:19.938","2011-10-25 23:04:46.959"
4e500d60da2157e85f0c76332d1f3b6ed9f9cafd,2965384,pcmcat209400050001,OnlineMidnightSale_Mobile_Phones,"2011-08-16 23:11:12.923","2011-08-16 23:09:10.913"
4e50124723ac6cd13a9e7c75b6643748bb1f8118,9627418,pcmcat174700050005,"pata pci expansion","2011-09-25 03:32:40.379","2011-09-25 03:32:29.942"
